scenario,count,mean,std,min,max,median
base,78,0.1160474547424901,0.5304125004006309,-1.0,1.0,0.13182736922745542
bottleneck,31,-0.08199123875562592,0.6090276106128992,-1.0,1.0,-0.0937098844672656
continuous_migration,25,-0.04609996850057928,0.6234760367825015,-0.9759737352633934,1.0,-0.0464037122969835
rapid_radiation,66,0.08908402407690709,0.5191905194127787,-1.0,1.0,0.12543059777102333
