rep,divergence,mig_time,mig_rate,D,ABBA,BABA,FST_AB,FST_BC
0,shallow,recent,super_high,0.2972754255214631,1077.4483750000072,583.6458749999996,0.15525406409204673,0.12872359567464517
1,shallow,recent,super_high,0.3068920393449693,1111.930375000003,589.7103749999993,0.16407303801546708,0.13844118660889435
2,shallow,recent,super_high,0.3347000166559328,1189.98450000001,593.1644999999976,0.15109417306149292,0.12036486251813813
3,shallow,recent,super_high,0.37658152583431315,1101.1547500000067,498.68474999999967,0.15339269484060938,0.11981927068723354
4,shallow,recent,super_high,0.3474439769382775,1201.595125000012,581.9226249999995,0.15533320759353594,0.12490972375993313
5,shallow,recent,super_high,0.3059152842058327,1077.5877500000029,572.7302500000004,0.15728648275691287,0.13038151560935574
6,shallow,recent,super_high,0.3638403827823466,1092.9753750000057,509.81537499999945,0.1587922935403025,0.11769676252302701
7,shallow,recent,super_high,0.34377094852052065,1090.738375000001,532.6608749999991,0.1526287831611317,0.12655925277627858
8,shallow,recent,super_high,0.3979518247554621,1188.0208750000002,511.63837500000005,0.15107098858575743,0.11482488679576185
9,shallow,recent,super_high,0.2916840179507693,1061.9778750000019,582.3528749999995,0.1549510259296065,0.12872626611563595
0,shallow,intermediate,none,0.0002908353312726192,670.6774999999976,670.2874999999976,0.20397550506641446,0.20360846054997078
1,shallow,intermediate,none,0.006302812863331138,674.5606249999984,666.1106250000001,0.20011199744029806,0.20527723398536515
2,shallow,intermediate,none,-0.035908341411178005,629.1988749999997,676.0688749999998,0.19730671927930274,0.19844273188804276
3,shallow,intermediate,none,-0.032694586953972704,648.527374999998,692.3673749999983,0.20144757369017702,0.20459729127205575
4,shallow,intermediate,none,0.07843855059453957,692.2881249999995,591.5831249999998,0.19659500044230746,0.1990006287005219
5,shallow,intermediate,none,-0.004445769390294862,672.0787499999996,678.0812500000001,0.1923083956764047,0.19633040980145341
6,shallow,intermediate,none,0.042969338930389046,666.702374999998,611.7673749999984,0.19555756664542565,0.1976848313162117
7,shallow,intermediate,none,-0.05838130178261791,645.1508749999992,725.1508749999986,0.19750492866190447,0.20159309164082018
8,shallow,intermediate,none,-0.008202001588419763,710.7158749999988,722.470875000001,0.1999817826391113,0.20002143785298518
9,shallow,intermediate,none,-0.03869970782058078,640.7475000000002,692.3374999999991,0.1983330201394311,0.1996989268266353
0,shallow,intermediate,low,0.02985693808733041,664.6811249999985,626.141125,0.19931583267341238,0.19801859226064916
1,shallow,intermediate,low,0.07562696577674191,685.8943750000004,589.4443749999978,0.19897602820441068,0.192294403392923
2,shallow,intermediate,low,0.01196243817063518,670.2038750000008,654.3588749999993,0.2018580121249745,0.19678989510789466
3,shallow,intermediate,low,0.021557555116582753,689.5466250000011,660.4441249999992,0.20565881805354974,0.20612192340778085
4,shallow,intermediate,low,-0.06756949033569692,626.6561249999988,717.478624999998,0.1950302243673634,0.19765389983785353
5,shallow,intermediate,low,0.026090443632895106,712.9221249999998,676.6671249999979,0.2052284872901811,0.20395016597788068
6,shallow,intermediate,low,-0.03631820407329066,646.0794999999998,694.776999999998,0.20501925125555448,0.1999429949212105
7,shallow,intermediate,low,-0.057841827528910185,637.1053749999993,715.3328750000004,0.19922231432224585,0.19706694808117886
8,shallow,intermediate,low,-0.010883221388112027,653.346374999999,667.7238749999974,0.19764547315217093,0.19851322034247235
9,shallow,intermediate,low,-0.017314787903543672,665.2289999999983,688.6715,0.19781652943481465,0.2068957616099169
0,shallow,intermediate,moderate,-0.016713940153882452,678.901625,701.9816249999986,0.20617349851733863,0.20156459406026878
1,shallow,intermediate,moderate,-0.02627693773068202,613.3724999999989,646.4774999999986,0.19605920838623567,0.19688194066284218
2,shallow,intermediate,moderate,-0.0607488505577915,641.9883750000008,725.0333750000016,0.19691224563546958,0.2059313051866239
3,shallow,intermediate,moderate,0.021334977419556797,586.8433749999995,562.3258750000005,0.19326484566798977,0.1996932148160532
4,shallow,intermediate,moderate,0.024415933760337502,682.6381250000012,650.0981250000006,0.1936011906566345,0.19727240401182844
5,shallow,intermediate,moderate,-0.04296973807210748,652.65875,711.2662499999992,0.20776194023501293,0.2048093658096784
6,shallow,intermediate,moderate,-0.04286424000947689,600.8581250000003,654.6756249999988,0.19524939963289722,0.20521245248627423
7,shallow,intermediate,moderate,-0.04179552105601847,646.3414999999977,702.7264999999983,0.2091174951195915,0.2097257490690231
8,shallow,intermediate,moderate,-0.01976714736067737,708.7506249999981,737.3356249999973,0.20397110864465043,0.20414654458126102
9,shallow,intermediate,moderate,-0.015898059908729754,685.0092500000001,707.1417499999981,0.20278705755115417,0.20085640788368916
0,shallow,intermediate,high,-0.03018523763422806,620.2058749999966,658.8133749999986,0.18866553862663624,0.19975037074022942
1,shallow,intermediate,high,0.0876838583538544,741.3613750000012,621.8313749999999,0.19930205489591327,0.2035357486236584
2,shallow,intermediate,high,0.02528645570111097,674.5477500000003,641.2752499999974,0.1941408283184978,0.19208833447080886
3,shallow,intermediate,high,0.04308379666711665,668.0607499999965,612.8732500000002,0.20046166411159616,0.19757263531285127
4,shallow,intermediate,high,-0.04126672766260722,640.638874999999,695.7888749999998,0.20113543313647977,0.1984820700222081
5,shallow,intermediate,high,0.008439901050729233,673.1475000000016,661.8799999999992,0.19791174750396756,0.20217847443970863
6,shallow,intermediate,high,0.014544318302517428,676.9758749999982,657.5658749999996,0.19790937916516263,0.1976754763384962
7,shallow,intermediate,high,-0.012269758420190853,664.0342499999987,680.531750000001,0.19917118517720406,0.1932479877286527
8,shallow,intermediate,high,0.052065089114457425,703.926625000001,634.2541249999995,0.19673262910778574,0.19659488201906394
9,shallow,intermediate,high,-0.018768584990920923,686.44325,712.7032499999996,0.2054611664459323,0.2071345334382574
0,shallow,intermediate,very_high,0.16283399926974615,839.9774999999959,604.7299999999998,0.18518212052400823,0.18117679217038668
