position,fst
5000.0,0.03948269684912076
15000.0,0.03317495816615412
25000.0,0.017238418023109325
35000.0,0.030234743371419293
45000.0,0.03537134517166618
55000.0,0.03533265514568229
65000.0,0.02579826142055075
75000.0,0.02464866288632994
85000.0,0.019240870011891786
95000.0,0.054191232251978305
105000.0,0.025082794897557048
115000.0,0.02978569033941747
125000.0,0.02398879108491625
135000.0,0.027427458234984936
145000.0,0.02522802095868104
155000.0,0.034262419052267234
165000.0,0.02840313064460498
175000.0,0.03109028940216929
185000.0,0.029122124901751256
195000.0,0.018382007792461907
205000.0,0.02280161326420249
215000.0,0.021506576740967343
225000.0,0.018844792266233146
235000.0,0.02234200400718611
245000.0,0.027033457777720815
255000.0,0.015354982690949703
265000.0,0.021924379351914047
275000.0,0.030151233240007347
285000.0,0.03395173290632936
295000.0,0.021529464609568616
305000.0,0.03018085138181148
315000.0,0.03237134313791934
325000.0,0.020634690831386915
335000.0,0.02542683127750356
345000.0,0.026996724423843377
355000.0,0.023970719942260854
365000.0,0.02096187091497792
375000.0,0.017912282231780208
385000.0,0.017594456151882043
395000.0,0.019751876268952917
405000.0,0.03848948887345205
415000.0,0.027030609662856864
425000.0,0.027117327548038195
435000.0,0.015298774665322368
445000.0,0.030728313226561887
455000.0,0.024248971898053417
465000.0,0.01876533815393666
475000.0,0.02071503824542864
485000.0,0.0265539568816342
495000.0,0.026676117211638206
505000.0,0.02176386851162404
515000.0,0.02553615029467715
525000.0,0.02637835533632027
535000.0,0.03285751929715841
545000.0,0.032907450344841105
555000.0,0.019736787323363814
565000.0,0.029091039126120544
575000.0,0.043489072983662225
585000.0,0.04052893325892304
595000.0,0.021805761690283143
605000.0,0.0358419478941856
615000.0,0.035777547956166056
625000.0,0.0285205595880339
635000.0,0.03485397039718563
645000.0,0.03317725551004902
655000.0,0.03500870471603523
665000.0,0.035122946846569025
675000.0,0.01933224019729951
685000.0,0.04537623521655776
695000.0,0.02085823992135616
705000.0,0.02490808250429033
715000.0,0.0242984382164958
725000.0,0.01234445242644433
735000.0,0.017179054780583014
745000.0,0.03346371145084104
755000.0,0.03659866961347591
765000.0,0.028596759591684395
775000.0,0.027148163011835202
785000.0,0.030527350450006874
795000.0,0.014136634864780673
805000.0,0.022452260892569798
815000.0,0.02596080839986248
825000.0,0.035013624910333
835000.0,0.029008715306251043
845000.0,0.02637144142352066
855000.0,0.01723749329170199
865000.0,0.023810832889797906
875000.0,0.015485267238509848
885000.0,0.034991605052697494
895000.0,0.0421411049705267
905000.0,0.03675693928981061
915000.0,0.030413695200271706
925000.0,0.022769841193610807
935000.0,0.018887980158915907
945000.0,0.028805811699363137
955000.0,0.02656096474454439
965000.0,0.02437583081629091
975000.0,0.02038605645522029
985000.0,0.022913040485751712
995000.0,0.02509811763382208
