rep,Ne,divergence,mig_time,mig_rate,mig_model,mig_direction,D,ABBA,BABA,FST_AB,FST_BC
5,100000,intermediate,intermediate,very_high,continuous,C_to_B,0.9588760659294318,4063.076250000152,85.29875000000008,0.2983421677397616,0.02432930844926746
6,100000,intermediate,intermediate,very_high,continuous,C_to_B,0.9586050523837666,4052.021625000142,85.63912500000015,0.30478138729145643,0.027559752838363528
7,100000,intermediate,intermediate,very_high,continuous,C_to_B,0.9612991529729527,4019.4350000001878,79.3125,0.2959760977904571,0.02435631117749639
8,100000,intermediate,intermediate,very_high,continuous,C_to_B,0.957533715405247,4076.573750000183,88.43624999999983,0.3023008323325971,0.028736726854346847
9,100000,intermediate,intermediate,very_high,continuous,C_to_B,0.9559910965699585,4065.4661250001755,91.47112499999986,0.30520139306097255,0.028343202259819983
0,100000,intermediate,intermediate,very_high,continuous,symmetric,1.003055953155639,8071.256125000169,-12.313875000000008,0.4420488363598134,0.025726358269308292
1,100000,intermediate,intermediate,very_high,continuous,symmetric,1.0008557633561082,7999.791000000156,-3.4215000000000013,0.43630664206796893,0.028145966591637265
2,100000,intermediate,intermediate,very_high,continuous,symmetric,0.9985211392234754,7913.415750000156,5.85574999999999,0.4498377413482828,0.02668490992284448
3,100000,intermediate,intermediate,very_high,continuous,symmetric,0.9982946986830373,7978.876500000178,6.809000000000001,0.4404393054587502,0.02680142161350818
4,100000,intermediate,intermediate,very_high,continuous,symmetric,0.9964931951293832,8037.798250000179,14.118249999999996,0.4377413376321299,0.02736523841625244
5,100000,intermediate,intermediate,very_high,continuous,symmetric,1.0008098697669434,8139.170500000166,-3.2945,0.44651701406355493,0.022980028573992083
6,100000,intermediate,intermediate,very_high,continuous,symmetric,1.0010073439632892,8000.799750000156,-4.027749999999991,0.44344206745623904,0.025874505921127035
7,100000,intermediate,intermediate,very_high,continuous,symmetric,1.0031460918322201,7992.055375000139,-12.552125000000004,0.4504680774946693,0.0252006619457126
8,100000,intermediate,intermediate,very_high,continuous,symmetric,1.0021684581405443,7964.971000000242,-8.626499999999997,0.44648796918165645,0.025538697806629762
9,100000,intermediate,intermediate,very_high,continuous,symmetric,0.9998706289715003,7883.790000000151,0.5100000000000013,0.4377168649369266,0.022915903292455964
0,100000,intermediate,ancient,none,episodic,C_to_B,0.05754657373758864,203.78049999999988,181.6029999999999,0.3047367309584293,0.4438905826832552
1,100000,intermediate,ancient,none,episodic,C_to_B,-0.02614767154414015,170.5789999999998,179.7389999999999,0.2957516817560011,0.4409690616738143
2,100000,intermediate,ancient,none,episodic,C_to_B,-0.07178736579184013,151.24899999999974,174.64399999999986,0.2989342161844946,0.44294497704207364
3,100000,intermediate,ancient,none,episodic,C_to_B,0.12163055307074713,196.8584999999996,154.16349999999986,0.3072834754827251,0.44791002725159956
4,100000,intermediate,ancient,none,episodic,C_to_B,0.07189982288016951,173.2337499999999,149.99374999999992,0.3086299296114085,0.441862816416422
5,100000,intermediate,ancient,none,episodic,C_to_B,0.06060135679880366,167.39974999999987,148.26974999999993,0.29610174618967233,0.4387488497545027
6,100000,intermediate,ancient,none,episodic,C_to_B,0.03183236675890528,189.70624999999993,178.00124999999977,0.31265633100867035,0.4504622566137885
7,100000,intermediate,ancient,none,episodic,C_to_B,0.1419913058639961,191.57674999999986,143.93675000000002,0.29426618989951653,0.44526537456062626
8,100000,intermediate,ancient,none,episodic,C_to_B,0.03808685659312432,167.79337499999963,155.48087499999983,0.3047618200125396,0.44601449874601834
9,100000,intermediate,ancient,none,episodic,C_to_B,0.03600119867160906,189.27974999999998,176.12475,0.30801047969731976,0.45217124865537034
0,100000,intermediate,ancient,none,episodic,symmetric,-0.033287184911967374,164.2664999999999,175.5789999999999,0.3045578609831825,0.4426462252484601
1,100000,intermediate,ancient,none,episodic,symmetric,-0.05654375094453699,156.07124999999976,174.7787499999998,0.30633012679222377,0.44548446104253053
2,100000,intermediate,ancient,none,episodic,symmetric,-0.018103380489094795,137.35849999999985,142.42349999999976,0.30165140546319297,0.4435538477114818
3,100000,intermediate,ancient,none,episodic,symmetric,0.10690088376044753,190.53499999999966,153.73249999999985,0.3104971453007409,0.45170299415143883
4,100000,intermediate,ancient,none,episodic,symmetric,0.04492310106716902,186.43099999999973,170.4009999999997,0.30995189107664806,0.43771761437006074
5,100000,intermediate,ancient,none,episodic,symmetric,-0.10834215534760716,152.02899999999983,188.97399999999988,0.29476530173827487,0.43366427145787395
6,100000,intermediate,ancient,none,episodic,symmetric,0.045800397719144126,162.63424999999987,148.38924999999966,0.30528998742700625,0.44703779909292307
7,100000,intermediate,ancient,none,episodic,symmetric,-0.028001220769531373,168.400125,178.10262499999973,0.29866727094777185,0.43676564417075986
8,100000,intermediate,ancient,none,episodic,symmetric,-0.128201688810079,166.54562499999994,215.52812499999985,0.31924593357921255,0.444967436859009
9,100000,intermediate,ancient,none,episodic,symmetric,-0.08826207592798505,138.17524999999986,164.9277499999999,0.30303943786034454,0.44113006408924094
0,100000,intermediate,ancient,none,continuous,C_to_B,0.037940310019218354,162.15974999999992,150.30474999999987,0.30197771420524633,0.4478047079240158
1,100000,intermediate,ancient,none,continuous,C_to_B,0.03439048651481914,173.66174999999978,162.11424999999988,0.30612986644939194,0.44511158591811434
2,100000,intermediate,ancient,none,continuous,C_to_B,0.02264812054508141,180.9537499999999,172.9387499999997,0.3060892967872757,0.44241344632912966
3,100000,intermediate,ancient,none,continuous,C_to_B,0.023176210511302604,161.41499999999985,154.10249999999994,0.30266012243391865,0.4448007185551842
4,100000,intermediate,ancient,none,continuous,C_to_B,-0.0031170949752788593,138.71824999999987,139.58574999999988,0.2956049876034233,0.4377035671861373
5,100000,intermediate,ancient,none,continuous,C_to_B,0.007915248671343099,171.11100000000002,168.42349999999988,0.29425281866814773,0.44300058621453187
6,100000,intermediate,ancient,none,continuous,C_to_B,-0.05584337196014153,157.59649999999996,176.23899999999978,0.3013838812263819,0.44304867788231334
7,100000,intermediate,ancient,none,continuous,C_to_B,-0.04671224933064844,163.1592499999998,179.14925000000005,0.3025234034153306,0.4457484512090344
8,100000,intermediate,ancient,none,continuous,C_to_B,0.09422410768304383,189.45149999999964,156.82399999999984,0.29413121451051255,0.4377716947562385
9,100000,intermediate,ancient,none,continuous,C_to_B,0.07985194328307857,174.53349999999972,148.72099999999983,0.3057125862684161,0.4392960303519455
0,100000,intermediate,ancient,none,continuous,symmetric,0.06483936683933551,188.04024999999984,165.14024999999992,0.3016724378006944,0.4366195436673472
1,100000,intermediate,ancient,none,continuous,symmetric,0.11625248002000406,169.63074999999978,134.29825,0.29163058979927076,0.4360868348446081
2,100000,intermediate,ancient,none,continuous,symmetric,-0.08694825695509785,127.28637500000009,151.52887499999994,0.2948036667781618,0.4436819611466982
3,100000,intermediate,ancient,none,continuous,symmetric,-0.04613522529012678,139.68824999999993,153.20074999999986,0.30034885155298385,0.4435095358232275
4,100000,intermediate,ancient,none,continuous,symmetric,0.0531298730229449,165.4624999999999,148.76749999999993,0.2975321223495619,0.4342103098080409
5,100000,intermediate,ancient,none,continuous,symmetric,-0.08780752661373556,153.72450000000003,183.31949999999992,0.3019319130685021,0.44011206342284204
6,100000,intermediate,ancient,none,continuous,symmetric,-0.07168367123271738,158.81774999999976,183.34525000000002,0.3009172317827611,0.43460444054398634
7,100000,intermediate,ancient,none,continuous,symmetric,0.0030545795577633407,151.87449999999993,150.9494999999998,0.30377596685866154,0.449554820548965
8,100000,intermediate,ancient,none,continuous,symmetric,0.02360440478830325,199.64149999999987,190.43400000000008,0.30535228457337377,0.44321283765238456
9,100000,intermediate,ancient,none,continuous,symmetric,0.022974714866094145,177.77050000000003,169.78549999999981,0.3023036262568931,0.43823164783299945
0,100000,intermediate,ancient,low,episodic,C_to_B,-0.002702251818589918,143.47274999999965,144.2502499999998,0.2958029920439049,0.4393303619763478
1,100000,intermediate,ancient,low,episodic,C_to_B,-0.11573699934995856,156.60662499999998,197.60162499999993,0.3031568198640433,0.44584881368627316
2,100000,intermediate,ancient,low,episodic,C_to_B,-0.027495772656135484,185.33475,195.81474999999972,0.3000787305285006,0.4384019778578777
3,100000,intermediate,ancient,low,episodic,C_to_B,0.04538013957321848,159.496,145.64850000000004,0.3061807251749623,0.4375028001797819
4,100000,intermediate,ancient,low,episodic,C_to_B,-0.0115682802997591,150.80737500000006,154.33737499999998,0.2978507779422475,0.4448318165200057
5,100000,intermediate,ancient,low,episodic,C_to_B,0.17535907575451795,195.1289999999998,136.90399999999997,0.30192645689054565,0.44618511553142837
6,100000,intermediate,ancient,low,episodic,C_to_B,-0.06551759117552398,158.90849999999992,181.19100000000003,0.3022148247118227,0.4545547364984281
7,100000,intermediate,ancient,low,episodic,C_to_B,-0.03780251436118633,185.0452499999998,199.5852500000001,0.3178559359754846,0.4436746192028705
8,100000,intermediate,ancient,low,episodic,C_to_B,-0.0576253554919839,140.41500000000002,157.58749999999995,0.3053426130087429,0.4412316625840091
9,100000,intermediate,ancient,low,episodic,C_to_B,0.0585168957127479,174.7857499999999,155.4607499999999,0.30300357074584894,0.4399765431696767
0,100000,intermediate,ancient,low,episodic,symmetric,-0.08620197313409805,156.00199999999958,185.4345,0.3129744493538033,0.4490495107899408
1,100000,intermediate,ancient,low,episodic,symmetric,-0.1251087839823877,151.8014999999997,195.21649999999985,0.3091161876561346,0.44723713949256055
2,100000,intermediate,ancient,low,episodic,symmetric,-0.019306435456846502,188.83487499999984,196.26987499999984,0.30531258488116636,0.44455923461675134
3,100000,intermediate,ancient,low,episodic,symmetric,0.05056132951292587,187.49512499999975,169.44762499999985,0.30811200773627445,0.4419442502735658
4,100000,intermediate,ancient,low,episodic,symmetric,-0.06815089985139156,142.73237499999993,163.60987499999987,0.2988529686229777,0.4312536608456065
5,100000,intermediate,ancient,low,episodic,symmetric,0.13619123815937123,173.78712499999997,132.12462499999995,0.3039957703718657,0.44505713169430006
6,100000,intermediate,ancient,low,episodic,symmetric,0.1181736046433308,180.53737499999983,142.37737499999986,0.30225408346654037,0.4360805011104044
7,100000,intermediate,ancient,low,episodic,symmetric,-0.013371975764675515,178.5554999999997,183.39549999999977,0.3048983509222616,0.4374444364802448
8,100000,intermediate,ancient,low,episodic,symmetric,-0.03370569298400525,172.44149999999976,184.47150000000002,0.305935050872579,0.44313960666450536
9,100000,intermediate,ancient,low,episodic,symmetric,-0.03651470818925257,141.2652499999999,151.97274999999993,0.3003465816621056,0.44716143983496814
0,100000,intermediate,ancient,low,continuous,C_to_B,0.5464752262193057,755.5043749999951,221.56187499999942,0.293349743804918,0.33443279607484316
1,100000,intermediate,ancient,low,continuous,C_to_B,0.6705464127041122,1042.2940000000015,205.55399999999972,0.304104814363334,0.3061829881485574
2,100000,intermediate,ancient,low,continuous,C_to_B,0.6601062043379188,1029.3957499999933,210.76074999999977,0.3064944816529732,0.31091614171798665
3,100000,intermediate,ancient,low,continuous,C_to_B,0.6391629270972218,925.0574999999953,203.63749999999973,0.30346659525818587,0.31910043343768324
4,100000,intermediate,ancient,low,continuous,C_to_B,0.6094566133259351,843.552624999994,204.69262499999965,0.3126691281500041,0.3274932086103028
5,100000,intermediate,ancient,low,continuous,C_to_B,0.595126745143338,786.4008749999953,199.603375,0.2992559767184753,0.3362665053810462
6,100000,intermediate,ancient,low,continuous,C_to_B,0.6490462829110837,855.2642499999971,182.0192499999999,0.2991091644675929,0.3214852493059746
7,100000,intermediate,ancient,low,continuous,C_to_B,0.5493626490826848,717.644249999996,208.72924999999978,0.30024761103488024,0.3434050008241188
8,100000,intermediate,ancient,low,continuous,C_to_B,0.6273994897264028,871.9459999999953,199.636,0.30386556965618144,0.3256203769423368
9,100000,intermediate,ancient,low,continuous,C_to_B,0.6644301000046937,899.3533749999921,181.32087499999997,0.2935340945847617,0.3068328962619724
0,100000,intermediate,ancient,low,continuous,symmetric,0.9126628317671708,2601.904750000021,118.80975000000001,0.280138116141844,0.2930080021878117
1,100000,intermediate,ancient,low,continuous,symmetric,0.8701774953277628,2117.7024999999967,147.005,0.29334632173651143,0.3342056494117917
2,100000,intermediate,ancient,low,continuous,symmetric,0.8932809209999478,2009.6324999999904,113.27749999999999,0.27690364233614845,0.3394516009145751
3,100000,intermediate,ancient,low,continuous,symmetric,0.8813528372277841,2119.829124999981,133.686625,0.29444351536957486,0.329464091701349
4,100000,intermediate,ancient,low,continuous,symmetric,0.8989289141522416,2444.586375000049,130.1138749999999,0.28059347906449533,0.30502481863307684
5,100000,intermediate,ancient,low,continuous,symmetric,0.9096831276198005,2569.8068750000225,121.53687499999992,0.27199596354939615,0.2876214133702769
6,100000,intermediate,ancient,low,continuous,symmetric,0.9175368768210578,2230.3427500000016,95.9152500000001,0.27806855673504766,0.319727683191365
7,100000,intermediate,ancient,low,continuous,symmetric,0.8326095464112826,1862.5832499999847,170.12824999999978,0.27568844750447674,0.3367309674114048
8,100000,intermediate,ancient,low,continuous,symmetric,0.8861209922906129,2223.554875000012,134.25237499999992,0.26319836287729564,0.3045087576051046
9,100000,intermediate,ancient,low,continuous,symmetric,0.8609369442609612,1831.2549999999853,136.845,0.2729919355438973,0.33171663514094213
0,100000,intermediate,ancient,moderate,episodic,C_to_B,0.07600482012401787,171.442,147.22199999999998,0.29504677770527576,0.43139592647566516
1,100000,intermediate,ancient,moderate,episodic,C_to_B,-0.12132059762733613,125.06199999999998,159.59699999999984,0.29872209067300814,0.4408203017679036
2,100000,intermediate,ancient,moderate,episodic,C_to_B,-0.05029965950716097,128.79100000000005,142.43350000000004,0.2951871102193237,0.4395918319498041
3,100000,intermediate,ancient,moderate,episodic,C_to_B,0.03771819485821466,146.9506249999999,136.2681249999999,0.2972020182326413,0.4352317649369463
4,100000,intermediate,ancient,moderate,episodic,C_to_B,0.05207755064754387,187.1475,168.61999999999995,0.2998990381613514,0.4455668639555282
5,100000,intermediate,ancient,moderate,episodic,C_to_B,0.04206762153708304,189.56199999999993,174.25699999999992,0.3062093876924569,0.4455011264006157
6,100000,intermediate,ancient,moderate,episodic,C_to_B,0.09001885320055582,157.83800000000005,131.7679999999999,0.3032143679120685,0.44475171674020925
7,100000,intermediate,ancient,moderate,episodic,C_to_B,-0.04352996688787121,174.32574999999997,190.1932499999999,0.3064725604786908,0.4394434088692247
8,100000,intermediate,ancient,moderate,episodic,C_to_B,0.03547330371785795,186.4159999999999,173.64349999999985,0.2974606734810128,0.43593042957346695
9,100000,intermediate,ancient,moderate,episodic,C_to_B,0.011100715306834198,193.4402499999999,189.19275000000002,0.30359913489181095,0.43846671014336425
0,100000,intermediate,ancient,moderate,episodic,symmetric,0.04145510847165625,179.09187499999996,164.834375,0.31755093199264767,0.43971289431914046
1,100000,intermediate,ancient,moderate,episodic,symmetric,0.02471620313051702,169.05024999999998,160.89524999999998,0.31082911063898033,0.443805072832125
2,100000,intermediate,ancient,moderate,episodic,symmetric,0.13984346364290745,193.5827499999997,146.08274999999978,0.3019630158908334,0.4460159570131486
3,100000,intermediate,ancient,moderate,episodic,symmetric,0.05648521690295085,187.17774999999992,167.16274999999987,0.30319939706419713,0.4472192112514423
4,100000,intermediate,ancient,moderate,episodic,symmetric,0.09326351589147194,166.19299999999987,137.8379999999998,0.3085232700404075,0.44702872022802265
5,100000,intermediate,ancient,moderate,episodic,symmetric,-0.06881529771198824,158.33724999999993,181.73974999999973,0.30175412556383097,0.4408129709535163
6,100000,intermediate,ancient,moderate,episodic,symmetric,-0.05576086601039926,158.79599999999994,177.55099999999968,0.30253669318337173,0.4424699146902575
7,100000,intermediate,ancient,moderate,episodic,symmetric,-0.02375038898968356,166.26799999999992,174.35799999999986,0.30165258102848996,0.43643967736822414
8,100000,intermediate,ancient,moderate,episodic,symmetric,-0.03508272531599377,144.91199999999992,155.44949999999977,0.3078190800024502,0.4387178269909264
9,100000,intermediate,ancient,moderate,episodic,symmetric,-0.07739250428470629,146.4214999999998,170.98649999999984,0.3132579801519249,0.4517685675883395
0,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9450495415428917,3983.29637500014,112.533875,0.3018882831823279,0.033133509407656685
1,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9581760220641209,4013.955125000145,85.73262499999991,0.3028070731091718,0.035075905518776304
2,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9567634096213656,3930.9200000001556,86.85749999999985,0.29910451298264984,0.03401611563941423
3,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9572771580337928,3922.465875000134,85.61837499999986,0.3083904870673748,0.037962589795669834
4,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9575578483975097,3942.9196250001196,85.487125,0.2964468587081757,0.032349500716613085
5,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9568480635357851,3970.7495000001636,87.56199999999991,0.29836962816864593,0.03216389194612551
6,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9485136987408117,3873.942625000146,102.36262499999994,0.2995050097077321,0.034949741221591
7,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9498920536593789,3886.820250000143,99.88275,0.2949909403490828,0.03337530022333558
8,100000,intermediate,ancient,moderate,continuous,C_to_B,0.954775640010415,3911.0816250001426,90.4841249999999,0.29466851989392945,0.034597758850550754
9,100000,intermediate,ancient,moderate,continuous,C_to_B,0.9573302925759128,4052.9388750001585,88.3538749999999,0.30358389832586435,0.033904754321861214
0,100000,intermediate,ancient,moderate,continuous,symmetric,1.0041959598551053,7612.769500000167,-15.937999999999974,0.42264634670692913,0.03837080246282254
1,100000,intermediate,ancient,moderate,continuous,symmetric,1.0032206571451308,8023.687500000133,-12.900000000000011,0.42660610453455383,0.03808972600505465
2,100000,intermediate,ancient,moderate,continuous,symmetric,1.0032618261022697,7988.44775000008,-13.007249999999999,0.4375978519564348,0.03408360852096976
3,100000,intermediate,ancient,moderate,continuous,symmetric,1.0025141607957877,7679.098875000169,-9.641125000000008,0.4185569213449054,0.03312338969347365
4,100000,intermediate,ancient,moderate,continuous,symmetric,1.0001421174584628,7964.049125000159,-0.5658749999999981,0.4245882416074414,0.03290429875679165
5,100000,intermediate,ancient,moderate,continuous,symmetric,0.9940973235988376,7951.742750000123,23.53775000000001,0.4236760481942197,0.03608448791226468
6,100000,intermediate,ancient,moderate,continuous,symmetric,1.0003349935377621,7802.203375000143,-1.306625000000007,0.42111751831538496,0.03466886700569772
7,100000,intermediate,ancient,moderate,continuous,symmetric,0.9983988873183318,7863.695375000149,6.30037499999999,0.42570326116032287,0.036047794538924684
8,100000,intermediate,ancient,moderate,continuous,symmetric,1.0022637591085812,7892.491750000105,-8.92325,0.42148725789377717,0.03473091870969114
9,100000,intermediate,ancient,moderate,continuous,symmetric,0.9986998083819347,7856.230625000097,5.1106250000000015,0.4269322309959874,0.033203411316526814
0,100000,intermediate,ancient,high,episodic,C_to_B,0.18589673934352152,264.65449999999964,181.68200000000002,0.3104814802150606,0.4426240074257888
1,100000,intermediate,ancient,high,episodic,C_to_B,0.06264594071011503,200.351,176.72850000000017,0.3059436569444874,0.4483221254056894
2,100000,intermediate,ancient,high,episodic,C_to_B,0.13841665630989194,217.54999999999984,164.64749999999995,0.294228139324764,0.43756921166729745
3,100000,intermediate,ancient,high,episodic,C_to_B,0.06049669595526795,182.5512499999997,161.72374999999985,0.312596164646858,0.44269897231144983
4,100000,intermediate,ancient,high,episodic,C_to_B,0.24476855438189657,303.29874999999964,184.01874999999987,0.30342480139243766,0.4360160339965239
5,100000,intermediate,ancient,high,episodic,C_to_B,0.041546233400966096,200.7132499999998,184.70074999999986,0.3033248787927331,0.44728780881963964
6,100000,intermediate,ancient,high,episodic,C_to_B,0.15805926528800282,219.1245,159.30949999999996,0.306999860546336,0.44051227451839303
7,100000,intermediate,ancient,high,episodic,C_to_B,0.1782881058276522,218.89499999999964,152.6525000000001,0.3010268172412438,0.43551899990497506
8,100000,intermediate,ancient,high,episodic,C_to_B,0.01137775364040627,186.22624999999994,182.03624999999982,0.29339859693673315,0.438825167814807
9,100000,intermediate,ancient,high,episodic,C_to_B,0.3376152136768808,308.6409999999999,152.83849999999987,0.2992962806763833,0.43442760741406794
0,100000,intermediate,ancient,high,episodic,symmetric,0.03759000722315051,183.86925,170.5467499999999,0.29650575105415716,0.4370910026267875
1,100000,intermediate,ancient,high,episodic,symmetric,-0.016087780387527107,176.6729999999999,182.45049999999998,0.29727978685279377,0.43256443051722826
2,100000,intermediate,ancient,high,episodic,symmetric,0.015921642621664633,179.69812499999983,174.06562499999993,0.30195205571263334,0.4471377428609273
3,100000,intermediate,ancient,high,episodic,symmetric,0.02687092843150609,180.32674999999966,170.88924999999983,0.3003901654376598,0.4488023774536924
4,100000,intermediate,ancient,high,episodic,symmetric,0.0546084515849907,145.03449999999995,130.01449999999986,0.2990359639351528,0.44438212576000724
5,100000,intermediate,ancient,high,episodic,symmetric,0.15732166628969374,257.11550000000005,187.21299999999988,0.3048577278540364,0.43393874651803704
6,100000,intermediate,ancient,high,episodic,symmetric,0.228844258108959,258.6624999999998,162.3224999999998,0.30201431921504834,0.43802205731930605
7,100000,intermediate,ancient,high,episodic,symmetric,-0.02759744813206906,156.00399999999996,164.85900000000004,0.2997907796981801,0.4405724782452419
8,100000,intermediate,ancient,high,episodic,symmetric,-0.03728296647804717,169.19799999999978,182.30299999999983,0.30644482274318163,0.4323720611476867
9,100000,intermediate,ancient,high,episodic,symmetric,0.02765388499028438,151.89675000000014,143.72174999999976,0.30215939071896275,0.4458509035668714
0,100000,intermediate,ancient,high,continuous,C_to_B,0.9542758581510928,4042.082500000181,94.57249999999999,0.3048689484930197,0.0285041699631518
1,100000,intermediate,ancient,high,continuous,C_to_B,0.9647794042404457,4142.493250000157,74.25825000000007,0.3082819011214578,0.02679047323263326
2,100000,intermediate,ancient,high,continuous,C_to_B,0.9563165993729027,4043.2713750001967,90.28387499999994,0.29746937215931435,0.025074668374657452
3,100000,intermediate,ancient,high,continuous,C_to_B,0.9603371648586599,4114.57887500019,83.24887499999988,0.29880550562513997,0.02331395482215461
4,100000,intermediate,ancient,high,continuous,C_to_B,0.9594510331960903,4099.712125000183,84.83962500000003,0.29562612704580377,0.02529399200103934
5,100000,intermediate,ancient,high,continuous,C_to_B,0.9549349331650914,4124.206000000159,95.07099999999993,0.30625932268479267,0.02755639863924513
6,100000,intermediate,ancient,high,continuous,C_to_B,0.9581245979984706,3953.0707500001704,84.53824999999998,0.2981984724805221,0.026646734928971485
7,100000,intermediate,ancient,high,continuous,C_to_B,0.9611485573880203,4124.575125000203,81.71012499999992,0.2965280681483601,0.024529891856776783
8,100000,intermediate,ancient,high,continuous,C_to_B,0.9640535317331428,4007.8346250002096,73.35212500000011,0.2961485638622048,0.025348885085717972
9,100000,intermediate,ancient,high,continuous,C_to_B,0.9555218679364759,4138.226000000204,94.12349999999992,0.2939554216705899,0.024371410379419225
0,100000,intermediate,ancient,high,continuous,symmetric,1.0012483042530373,7937.11162500017,-4.950875000000008,0.4339072550221227,0.027427195543909117
1,100000,intermediate,ancient,high,continuous,symmetric,1.0004907125972002,8061.685000000172,-1.9774999999999985,0.4369719562776197,0.02616914689055847
2,100000,intermediate,ancient,high,continuous,symmetric,1.0005078076649865,7933.658625000106,-2.0138750000000076,0.4435660282088212,0.02682111270261778
3,100000,intermediate,ancient,high,continuous,symmetric,1.0008368862559556,7780.595625000209,-3.254375,0.4330818333197656,0.025602557548678212
4,100000,intermediate,ancient,high,continuous,symmetric,1.0033259441118598,7880.172250000076,-13.082750000000015,0.4336431996393164,0.024602903133767232
5,100000,intermediate,ancient,high,continuous,symmetric,1.0047894397306032,7922.513125000181,-18.92687500000001,0.4353142127972447,0.025323330898485034
6,100000,intermediate,ancient,high,continuous,symmetric,1.0053225864302433,7911.147000000113,-20.997999999999998,0.4363003753196095,0.02446252532255421
7,100000,intermediate,ancient,high,continuous,symmetric,1.0046683287357845,7930.292500000189,-18.467499999999976,0.43827117517080416,0.023752498314357492
8,100000,intermediate,ancient,high,continuous,symmetric,1.0020624932379583,7984.736750000164,-8.225749999999993,0.43089208890847586,0.027176171278082906
9,100000,intermediate,ancient,high,continuous,symmetric,1.000069411010056,8028.5438750001795,-0.2786250000000027,0.44703941918666223,0.02607022212820928
0,100000,intermediate,ancient,very_high,episodic,C_to_B,0.5870704329718077,697.156,181.38849999999985,0.2997353143169783,0.41552940655763204
1,100000,intermediate,ancient,very_high,episodic,C_to_B,0.6538776010792694,707.9712500000005,148.1637499999999,0.29499975291983577,0.40227125692020627
2,100000,intermediate,ancient,very_high,episodic,C_to_B,0.648190057915658,827.9631249999981,176.73062499999978,0.3099962994997481,0.4060533018230962
3,100000,intermediate,ancient,very_high,episodic,C_to_B,0.6010481834885134,720.3073750000018,179.48737499999982,0.3060406039824723,0.4071303117789859
4,100000,intermediate,ancient,very_high,episodic,C_to_B,0.6609828407601491,828.47125,169.09624999999997,0.307916937681761,0.4083915957737317
5,100000,intermediate,ancient,very_high,episodic,C_to_B,0.5742105547930642,516.4272499999992,139.68224999999987,0.2933848663696453,0.4113859927062104
6,100000,intermediate,ancient,very_high,episodic,C_to_B,0.7217796868238427,1007.1281249999992,162.74062499999968,0.29832661124827037,0.38322943488410444
7,100000,intermediate,ancient,very_high,episodic,C_to_B,0.4169090937979267,468.1832500000007,192.6682499999999,0.30151937711909016,0.4189971310225079
8,100000,intermediate,ancient,very_high,episodic,C_to_B,0.5995653522090589,598.3909999999998,149.80099999999985,0.3028138503814695,0.42327598483831724
9,100000,intermediate,ancient,very_high,episodic,C_to_B,0.7426301999384478,925.0658750000014,136.62337499999978,0.2982685851383706,0.40793668962954244
0,100000,intermediate,ancient,very_high,episodic,symmetric,0.43161471269631163,381.42475,151.43474999999984,0.2989515310039247,0.40575050723477435
1,100000,intermediate,ancient,very_high,episodic,symmetric,0.501250495432533,435.1151250000002,144.5551249999999,0.3021415137706733,0.39676654482425505
2,100000,intermediate,ancient,very_high,episodic,symmetric,0.4411955105232955,446.6461249999997,173.1811249999997,0.30644049631250786,0.4002703127031072
3,100000,intermediate,ancient,very_high,episodic,symmetric,0.3193666087874636,367.38225000000017,189.5247500000001,0.2996878276313151,0.40639837602707457
4,100000,intermediate,ancient,very_high,episodic,symmetric,0.1331990588352316,227.86437500000014,174.29687499999986,0.30655541293029764,0.4273238752925107
5,100000,intermediate,ancient,very_high,episodic,symmetric,0.30977518737251886,380.7922499999994,200.66975000000002,0.30458958185288637,0.40867128737252534
6,100000,intermediate,ancient,very_high,episodic,symmetric,0.3827727233165046,355.476125,158.67362500000002,0.3086496584207836,0.4271062154944765
7,100000,intermediate,ancient,very_high,episodic,symmetric,0.34456646660096185,351.12462499999987,171.162125,0.30345265781615494,0.4158192898090138
8,100000,intermediate,ancient,very_high,episodic,symmetric,0.3592352447716017,377.7306249999999,178.06812499999978,0.3062328741071011,0.41263446810788884
9,100000,intermediate,ancient,very_high,episodic,symmetric,0.4335154038551489,405.7101249999999,160.32512499999984,0.29571300503765124,0.4063384168000452
0,100000,intermediate,ancient,very_high,continuous,C_to_B,0.951956640886672,4006.635000000203,98.61499999999987,0.2952867453787242,0.02466965664015074
1,100000,intermediate,ancient,very_high,continuous,C_to_B,0.9633303175782422,4186.087250000176,78.18474999999997,0.3015059640217311,0.024257059287557017
2,100000,intermediate,ancient,very_high,continuous,C_to_B,0.9514821408634655,3980.8855000001417,98.97300000000003,0.2931739023695791,0.023967200755871484
3,100000,intermediate,ancient,very_high,continuous,C_to_B,0.9459601186554617,4024.0078750001503,111.74787499999984,0.3009522774086337,0.026553172222111565
4,100000,intermediate,ancient,very_high,continuous,C_to_B,0.9671011564759313,4076.2280000001924,68.17299999999996,0.29151735999927103,0.025779653446743753
5,100000,intermediate,ancient,very_high,continuous,C_to_B,0.9633892131092435,4114.991125000208,76.73112499999992,0.29674758642128807,0.02342857910776748
