rep,divergence,mig_time,mig_rate,D,ABBA,BABA,FST_AB,FST_BC
0,shallow,recent,none,-0.02800309586174775,580.0531249999947,613.4756249999964,0.06518854492616771,0.09116713682621648
1,shallow,recent,none,0.0007797822490025718,587.1597499999986,586.2447499999988,0.06376947857180744,0.09271100122686761
2,shallow,recent,none,-0.01687872377479146,565.9344999999953,585.3669999999983,0.06418856055812515,0.09467518660031747
3,shallow,recent,none,0.008153748923476489,577.2581250000009,567.9206250000002,0.06614195639185107,0.09489212403355703
4,shallow,recent,none,0.022432956266805103,606.1207499999971,579.5232499999973,0.0647617844688817,0.09150701395166704
5,shallow,recent,none,-0.025620871854138985,569.3192499999952,599.259249999997,0.06631624310220269,0.09000615263833328
6,shallow,recent,none,0.010844015419816439,564.427499999999,552.3174999999961,0.06504450051088827,0.0879580315510644
7,shallow,recent,none,0.0012602229591698589,574.0337499999966,572.5887499999959,0.0633218163243379,0.0916557719666295
8,shallow,recent,none,-0.000587159404530819,580.8467499999985,581.5292499999994,0.06045053644782428,0.08959711912722015
9,shallow,recent,none,-0.006254814399594768,556.6647500000003,563.672249999999,0.06084000923639725,0.09429988727837317
10,shallow,recent,none,-0.0017776208592760723,609.2813749999976,611.4513749999991,0.06553169988901916,0.09703515078850095
11,shallow,recent,none,-0.020804895594075366,567.9642500000001,592.0992499999977,0.06282456464574591,0.0909338436336322
12,shallow,recent,none,0.024118835724886933,593.0261249999945,565.0936249999976,0.06600368800317671,0.09063240206654755
13,shallow,recent,none,0.0004423323133611725,607.8436249999972,607.3061249999995,0.06270201132023653,0.09248606159508317
14,shallow,recent,none,0.012999306297749999,623.9044999999983,607.8920000000019,0.06513927390941285,0.09062584484434845
15,shallow,recent,none,-0.021209509536586898,564.8596250000003,589.3396249999967,0.06656601425460866,0.0899620812118764
16,shallow,recent,none,0.0060015061624909055,554.2096249999969,547.5971249999978,0.06324231226459724,0.09620519162210799
17,shallow,recent,none,-0.006833088676505887,597.9199999999978,606.1474999999965,0.06932789519251993,0.09208268908235394
18,shallow,recent,none,-0.002317637124110612,528.4067499999971,530.8617499999981,0.06495189487524923,0.08734713869810028
19,shallow,recent,none,-0.004641094271992008,596.4847499999967,602.0472499999958,0.06453356194543255,0.09102152824961651
20,shallow,recent,none,0.01833952134622559,592.4736249999961,571.1336249999983,0.06734252442527248,0.094204188907583
21,shallow,recent,none,0.028348198101783517,592.1539999999947,559.5064999999959,0.06127149095527946,0.09075529483577777
