GenomicPosition,D,FST_BC,Mig_rate,Mig_time
795000.0,0.028476216008478106,0.31456840603712977,0.1,10000
805000.0,-0.011049771331333898,0.2547389241186258,0.1,10000
815000.0,0.013986182096695369,0.3246698894513584,0.1,10000
825000.0,-0.034058035034068866,0.23679762961008682,0.1,10000
835000.0,-0.08020780634797316,0.2888198206736201,0.1,10000
845000.0,-0.03479722464036445,0.36122651588927374,0.1,10000
855000.0,0.051099421208834754,0.3610639130522119,0.1,10000
865000.0,0.026007624325158536,0.28968163116267537,0.1,10000
875000.0,-0.04004541663567441,0.2635775074334975,0.1,10000
885000.0,-0.0464694880582093,0.3112946560898427,0.1,10000
895000.0,0.0037536955210509455,0.2580104155195818,0.1,10000
905000.0,0.10217413914417095,0.3567636319367678,0.1,10000
915000.0,0.06646819063894298,0.31064102948353833,0.1,10000
925000.0,-0.06350256365322053,0.26550966322622066,0.1,10000
935000.0,-0.06225884201876977,0.32117074105509846,0.1,10000
945000.0,-0.004305531008013424,0.29414298529480426,0.1,10000
955000.0,-0.03960445983939696,0.25487032291057604,0.1,10000
965000.0,-0.0042517291140178855,0.3483800694873168,0.1,10000
975000.0,0.06403499627033644,0.2780220417436439,0.1,10000
985000.0,-0.01288300531486849,0.34536522002423475,0.1,10000
995000.0,-0.019132882130837015,0.3225323630386547,0.1,10000
5000.0,-0.04251331527873674,0.3200979732932916,0.05,100000
15000.0,-0.06396173750906622,0.3054448384243231,0.05,100000
25000.0,0.029643204668490433,0.26778517681919994,0.05,100000
35000.0,-0.050577748122935307,0.34059164663357633,0.05,100000
45000.0,-0.026765446921909783,0.29192280720139346,0.05,100000
55000.0,0.04173203797615209,0.3151036944543428,0.05,100000
65000.0,0.04568011011544822,0.2559397084045961,0.05,100000
75000.0,0.022108488274360887,0.3363126460892034,0.05,100000
85000.0,0.006104554097004124,0.3086781652608777,0.05,100000
95000.0,0.1043436282265271,0.27001610631889794,0.05,100000
105000.0,-0.10078311420559778,0.3248543472268651,0.05,100000
115000.0,0.05717441159942095,0.3493302320715954,0.05,100000
125000.0,-0.05303555948967993,0.3064602911631024,0.05,100000
135000.0,0.04191305594885911,0.2867156432080313,0.05,100000
145000.0,-0.03522795831544962,0.26980637048883044,0.05,100000
155000.0,-0.01837929511655703,0.30184907689372137,0.05,100000
165000.0,0.09117201157639326,0.2698342451049569,0.05,100000
175000.0,-0.08116465157101058,0.2747194907831003,0.05,100000
185000.0,0.024109916805442225,0.29661221453222464,0.05,100000
195000.0,0.05297508863275379,0.27159255083806394,0.05,100000
205000.0,0.07254406401652307,0.28860136012776594,0.05,100000
215000.0,-0.06801948233406833,0.2957295303466045,0.05,100000
225000.0,-0.04276949738743677,0.29305963681193803,0.05,100000
235000.0,-0.007979579161074224,0.32360626084503685,0.05,100000
245000.0,0.09370004731937571,0.2743929120989212,0.05,100000
255000.0,-0.0006330138184649025,0.3161838659241396,0.05,100000
265000.0,0.09543358296347076,0.29726332484829665,0.05,100000
275000.0,0.0036105090056125625,0.2734406232748735,0.05,100000
285000.0,-0.014110605947245653,0.2715666356768898,0.05,100000
295000.0,0.03020467815804076,0.27762540016116927,0.05,100000
305000.0,0.04982684045312075,0.2636742658291065,0.05,100000
315000.0,0.06515965337997132,0.3168974531992142,0.05,100000
325000.0,-0.0013995319077119268,0.3251100915252026,0.05,100000
335000.0,0.11121622078478857,0.30252041619832365,0.05,100000
345000.0,0.08116541832887934,0.26898257044270735,0.05,100000
355000.0,0.07671417013931922,0.28800274054665514,0.05,100000
365000.0,0.07278165360143783,0.2736195979746753,0.05,100000
375000.0,0.0753837898296762,0.31543884487291446,0.05,100000
385000.0,-0.04669772338060283,0.2417683329985745,0.05,100000
395000.0,-0.04047365338774171,0.3382799419861774,0.05,100000
405000.0,0.01772435721286283,0.3574351602349157,0.05,100000
415000.0,0.020671238950707275,0.29187481259197395,0.05,100000
425000.0,-0.02441516040682529,0.31446711411080586,0.05,100000
435000.0,-0.04296955451599572,0.3148875969857741,0.05,100000
445000.0,0.16248039146148469,0.30434946064223956,0.05,100000
455000.0,0.03712751969023056,0.2950429664057312,0.05,100000
465000.0,0.02143601576229727,0.28404575319390213,0.05,100000
475000.0,-0.10107241555791441,0.3121345947855047,0.05,100000
485000.0,-0.0033331534475134817,0.30438897639820184,0.05,100000
495000.0,0.07540637405018136,0.28246438941807206,0.05,100000
505000.0,-0.04790632975808621,0.32539618220137706,0.05,100000
515000.0,0.05087279106018027,0.31504160275647936,0.05,100000
525000.0,0.07486058005238873,0.36618632296188425,0.05,100000
535000.0,0.0526961573548545,0.34611980495992745,0.05,100000
545000.0,0.04370687762326364,0.2798857959482977,0.05,100000
555000.0,0.038363495067352094,0.29740848153673116,0.05,100000
565000.0,-0.030482494870758575,0.29674148723627497,0.05,100000
575000.0,-0.05735719152187017,0.3072411739628457,0.05,100000
585000.0,-0.06653412460633394,0.2945167301539657,0.05,100000
595000.0,0.05069837892297109,0.26041523997752075,0.05,100000
605000.0,0.0268877826754679,0.3193207134326509,0.05,100000
615000.0,0.02409661871411377,0.2675185784156673,0.05,100000
625000.0,-0.04680121619461683,0.27240841536563953,0.05,100000
635000.0,0.08952887816606457,0.29613062929363443,0.05,100000
645000.0,0.02037979405316228,0.2707934688428614,0.05,100000
655000.0,-0.04244063927843688,0.3168721347030996,0.05,100000
665000.0,0.05829978948129974,0.28027271614623994,0.05,100000
675000.0,-0.031936575697513576,0.2855753162480681,0.05,100000
685000.0,0.04880518642108858,0.2613437900701791,0.05,100000
695000.0,0.05755181067505018,0.33630149336568,0.05,100000
705000.0,-0.06428740716816185,0.31731834311255497,0.05,100000
715000.0,0.022282412882470154,0.24253227826730733,0.05,100000
725000.0,-0.03501123022980248,0.27602704336695777,0.05,100000
735000.0,0.029279294062277292,0.26214546198180055,0.05,100000
745000.0,0.018996093815104486,0.28859795693578655,0.05,100000
755000.0,-0.01108051116754709,0.3013054568473889,0.05,100000
765000.0,-0.013263989513900157,0.28884655895302075,0.05,100000
775000.0,-0.0921969599801763,0.29970386066639165,0.05,100000
785000.0,0.05553366602077853,0.28253098011949723,0.05,100000
795000.0,0.05303134782316197,0.28852043114110365,0.05,100000
805000.0,-0.06329690891436304,0.27186362938380737,0.05,100000
815000.0,0.11051340070967604,0.2707795101762028,0.05,100000
825000.0,-0.06308045013877937,0.2831491811763352,0.05,100000
835000.0,0.00023738448029942172,0.29739592746552856,0.05,100000
845000.0,0.15234875788863536,0.31391540037691,0.05,100000
855000.0,-0.04885117731123373,0.291178630548128,0.05,100000
865000.0,0.0046258778091883375,0.3161251590713822,0.05,100000
875000.0,-0.023537278830656094,0.3050633061358319,0.05,100000
885000.0,0.029664488296627392,0.34670663979577904,0.05,100000
895000.0,0.040507754263393515,0.33627786272627036,0.05,100000
905000.0,-0.03389296534487808,0.2874038144285913,0.05,100000
915000.0,-0.05865084255521739,0.2641912796895062,0.05,100000
925000.0,0.0014415666738338121,0.2727830576813343,0.05,100000
935000.0,0.004697248902720355,0.32689406362468254,0.05,100000
945000.0,-0.019293423643111724,0.24874013766816758,0.05,100000
955000.0,0.008104420081675603,0.28204402767732045,0.05,100000
965000.0,0.027014258078914263,0.2777981636467966,0.05,100000
975000.0,0.06837055542009506,0.27916435216978996,0.05,100000
985000.0,-0.05973260505809333,0.3506925889314731,0.05,100000
995000.0,-0.007249979868548491,0.2810481434853778,0.05,100000
5000.0,-0.09519851795377104,0.3721436899201773,0.1,100000
15000.0,0.008640247769790886,0.3113337193206045,0.1,100000
25000.0,0.019019827849538384,0.311564168060434,0.1,100000
35000.0,-0.05711285494732654,0.3313439949964646,0.1,100000
45000.0,0.0792901932641636,0.2814348031752963,0.1,100000
55000.0,0.04967987795308865,0.2826175838622412,0.1,100000
65000.0,-0.02032267584381827,0.30549113294534985,0.1,100000
75000.0,0.02140352798866033,0.35221936083324595,0.1,100000
85000.0,-0.013511780074453097,0.2091741038836696,0.1,100000
95000.0,-0.047439433849687955,0.3186366003743695,0.1,100000
105000.0,-0.1335440299654039,0.3246080500051634,0.1,100000
115000.0,-0.05721234046655588,0.2912899989453723,0.1,100000
125000.0,0.10367120032909245,0.3259200557681162,0.1,100000
135000.0,-0.030569359001755766,0.35807135619530217,0.1,100000
145000.0,0.02695870240063346,0.32168958620897226,0.1,100000
155000.0,0.05674902290562426,0.30925018879899907,0.1,100000
165000.0,-0.12854119228987343,0.28839286233713274,0.1,100000
175000.0,-0.022271574737638727,0.28883168410720744,0.1,100000
185000.0,-0.03874505883395347,0.3016384372144936,0.1,100000
195000.0,-0.013403178900744503,0.3567607207677008,0.1,100000
205000.0,0.028243345375373013,0.3012237895492407,0.1,100000
215000.0,-0.009165845192492396,0.29842323390332776,0.1,100000
225000.0,0.006740898672591077,0.29632924542478295,0.1,100000
235000.0,-0.02563458186409648,0.30352454434577447,0.1,100000
245000.0,0.09303175010552828,0.32736900691170256,0.1,100000
255000.0,0.0037228741906418106,0.27937847703196483,0.1,100000
265000.0,0.02004016065901289,0.3195945136488002,0.1,100000
275000.0,-0.03640365334803752,0.25300367781208855,0.1,100000
285000.0,0.011466560734515643,0.32067078278148714,0.1,100000
295000.0,-0.015083779085357905,0.2564231172650413,0.1,100000
305000.0,0.015613949151266402,0.2998294509479928,0.1,100000
315000.0,0.09958561674844024,0.3067448465535766,0.1,100000
325000.0,0.01598310345100063,0.3237307866590392,0.1,100000
335000.0,-0.009759096968103639,0.3220864207814397,0.1,100000
345000.0,-0.01744537723806982,0.3288726651664574,0.1,100000
355000.0,0.023982113159703472,0.2871959182567248,0.1,100000
365000.0,0.05698189691757088,0.2888044758293564,0.1,100000
375000.0,-0.02227252397123005,0.3027539743690531,0.1,100000
385000.0,0.09179197272965352,0.3383044918665783,0.1,100000
395000.0,0.030635224273437046,0.2933840992945547,0.1,100000
405000.0,0.04520954015627016,0.278206258204499,0.1,100000
415000.0,0.0377357965809464,0.3100086836905202,0.1,100000
425000.0,0.051205918728374815,0.31942083054813525,0.1,100000
435000.0,0.06673789467519367,0.2928254539014713,0.1,100000
445000.0,-0.0067022268921111535,0.28474361891098066,0.1,100000
455000.0,-0.07367675594844726,0.30990252811822666,0.1,100000
465000.0,0.0923564595599414,0.3199592989517011,0.1,100000
475000.0,-0.0603042773737593,0.30591888372432646,0.1,100000
485000.0,-0.014132058708475096,0.30811629007907876,0.1,100000
495000.0,0.025426141982069796,0.2978677766404661,0.1,100000
505000.0,0.022489037489301526,0.28428815117251727,0.1,100000
515000.0,0.009203982570616177,0.3146855935920567,0.1,100000
525000.0,-0.009400394911380942,0.24935163302027544,0.1,100000
535000.0,0.0036721735621890643,0.3292367703894772,0.1,100000
545000.0,-0.009162247992111848,0.28181020608913027,0.1,100000
555000.0,0.019767445268616353,0.3286536327436104,0.1,100000
565000.0,-0.02466612956571132,0.353923767382974,0.1,100000
575000.0,0.015585361308043236,0.3356292373967698,0.1,100000
585000.0,-0.07019027938111701,0.34358899153195815,0.1,100000
595000.0,0.07254814364254267,0.2923587292148112,0.1,100000
605000.0,-0.0809583863102172,0.3110489332728895,0.1,100000
615000.0,-0.05499995803518716,0.3484415324092669,0.1,100000
625000.0,0.05329364829773852,0.30592484736485703,0.1,100000
635000.0,-0.14758714815325732,0.2975430555721825,0.1,100000
645000.0,0.013862957971965835,0.3380474594127784,0.1,100000
655000.0,0.07495494710230681,0.273896554400717,0.1,100000
665000.0,0.07525719604014196,0.2707401622501975,0.1,100000
675000.0,-0.06530081097330413,0.2816837120672561,0.1,100000
685000.0,-0.009810817535393063,0.32889109390105725,0.1,100000
695000.0,-0.05760724772804635,0.3330082402767965,0.1,100000
705000.0,0.03071506918628363,0.3264164009923961,0.1,100000
715000.0,-0.003975379689742634,0.32848817673857406,0.1,100000
725000.0,-0.025835926120914173,0.2690409281179482,0.1,100000
735000.0,-0.03357660140237248,0.29767088848371726,0.1,100000
745000.0,-0.08208677123787123,0.3254926181105124,0.1,100000
755000.0,-0.09033808730373717,0.34082949068713164,0.1,100000
765000.0,0.023918203096838616,0.29928658099488686,0.1,100000
775000.0,-0.018083953747779293,0.2872927903294145,0.1,100000
785000.0,-0.039735084630182695,0.3297171921547185,0.1,100000
795000.0,0.011339324059978092,0.26001033416721264,0.1,100000
805000.0,0.028928220442867903,0.30262430859753253,0.1,100000
815000.0,0.050203514019650224,0.2617501955979257,0.1,100000
825000.0,-0.0049715422491465305,0.3197792219417656,0.1,100000
835000.0,-0.028074599504029962,0.2816128632287367,0.1,100000
845000.0,0.1075678154945769,0.31941302987490555,0.1,100000
855000.0,0.01560209579377665,0.3265132593150933,0.1,100000
865000.0,0.02147283649354322,0.2931202277719968,0.1,100000
875000.0,0.03959109474739611,0.2815860457243898,0.1,100000
885000.0,0.09856833763929851,0.30175987421948636,0.1,100000
895000.0,-0.027896175321185143,0.35120908374112875,0.1,100000
905000.0,0.03413202802490544,0.3058215863460557,0.1,100000
915000.0,-0.024081002205830995,0.28810046133082606,0.1,100000
925000.0,0.036329988185009175,0.3461318746102367,0.1,100000
935000.0,-0.08040387759158438,0.3485630061814564,0.1,100000
945000.0,-0.048276544223883694,0.3030057188692011,0.1,100000
955000.0,0.0616118457026056,0.26326251354300023,0.1,100000
965000.0,-0.0009664601228187328,0.26111492243587,0.1,100000
975000.0,0.07467123979270929,0.28534327413424226,0.1,100000
985000.0,0.04089811061137701,0.3102527010720938,0.1,100000
995000.0,-0.07920407853783039,0.34248019611270003,0.1,100000
